mal_id,name,birthday,favorites,about,main_picture
13553,Hiroaki Iwanaga,1979-11-23 00:00:00+00:00,132,blog: http://ameblo.jp/hiroaki-iwanaga/,https://cdn.myanimelist.net/images/voiceactors/3/13773.jpg
20206,Gen Hoshino,1981-01-28 00:00:00+00:00,132,"Birthplace: Saitama Prefecture, Japan
Blood Type: AB

Gen Hoshino is a Japanese singer-songwriter. He was the former leader and guitarist of the instrumental band, Sakerock. Apart from having a music career, he also works as an actor and comedian.

His album, ""Yellow Dancer"" won the 8th CD Shop Awards in 2016.

He announced his marriage with Yui Aragaki on May 19, 2021.",https://cdn.myanimelist.net/images/voiceactors/2/47239.jpg
24431,Takashi Nishikawa,,132,"Nishikawa Takashi is an animator from Kyoto, Kyoto Prefecture, Japan, who works for Studio Wanpack.

After graduating from Kyoto Marine High School's diving department he entered Osaka Animator Gakuin's animation department and is currently a teacher at the animation department there.

(Source: AniDB)

Twitter: @nishikawatakash

Notice: Please do not upload photos of this person; he has requested that all photos taken not be distributed or uploaded online.",
31631,Mariko Gotou,,132,"Japanese pop/punk singer signed to DefSTAR Records. She is best known for being the former singer and guitarist of the J-Punk group Midori.

Twitter: @510yavai
Instagram: @510yavai",https://cdn.myanimelist.net/images/voiceactors/1/33285.jpg
53292,Naomi Payton,2003-07-01 00:00:00+00:00,132,"Birthplace: Saitama
Height: 158 cm
Special skills: cheer dancing (2nd place in Japan), singing, anime

Twitter: @nyaomi0701
Profile: https://www.sma.co.jp/",https://cdn.myanimelist.net/images/voiceactors/1/61786.jpg
204,Sakura Nogawa,1978-03-01 00:00:00+00:00,131,"Blood type: O
Birth place: Aichi Prefecture, JApan
Height: 153 cm
Weight: 54 kg

Hobbies:
Aroma therapy
Game
Nail art
Strolling

Blog: http://blog.excite.co.jp/sakura0301
Twitter: @[url=https://twitter.com/sakura_nogawa]sakura_nogawa/url]",https://cdn.myanimelist.net/images/voiceactors/1/54648.jpg
1166,Yutaka Koizumi,1977-05-31 00:00:00+00:00,131,Blood type: A-,https://cdn.myanimelist.net/images/voiceactors/3/12448.jpg
2306,Tachibana Higuchi,1975-03-16 00:00:00+00:00,131,twitter: @kobutar @HIGUTAR,https://cdn.myanimelist.net/images/voiceactors/2/1790.jpg
3091,Rinko Ueda,1970-09-30 00:00:00+00:00,131,"Female\n
Zodiac: Libra\n
Birthplace: Nara Prefecture, Japan\n
Real name: Ueda Tomoko\n
Chinese name: 上田伦子\n
Hobbies: listening to the radio and to drama CDs.\n
\n
Twitter: @korinntonn",https://cdn.myanimelist.net/images/voiceactors/3/3678.jpg
5725,Younha Go,1988-04-29 00:00:00+00:00,131,"Younha (Korean: 고윤하; Hanja: 高允河; Go Yoon-ha, Japanese: ユンナ , Yunna), born April 29, 1988 in Seoul, Korea, is a K-Pop and J-Pop South Korean singer.

Younha made her debut as an artist at the young age of sixteen. Nicknamed the ""Oricon comet"" for her success in Japan, she has currently released eight singles and two albums in that country with varying degrees of success. Also, many of her songs have been featured in anime/dramas. Although she is often compared to BoA, another Korean singer active in Japan, there are significant differences in their musical style and performance.

Younha is signed to Epic Records, owned by Sony Music Japan. Her Korean agency is Stam Entertainment. 

(Source: Wikipedia)",https://cdn.myanimelist.net/images/voiceactors/2/46788.jpg
8288,Hideyuki Fukasawa,1970-11-30 00:00:00+00:00,131,"Hideyuki Fukasawa is a Japanese composer. He has often worked with Capcom but is also involved in his freelance composing work. He had a minor role in Onimusha 2 as an assistant sound engineer and programmer to Taro Iwashiro, the acclaimed music composer of that particular game but it was his work on Chaos Legion, a Capcom Gothic action-adventure third-person fighting game in a similar fashion with the Devil May Cry series released in 2002, that gave him a cult-like status among video gaming fans. In 2008 he composed and arranged the music for Street Fighter IV, Marvel vs Capcom 3: Fate of Two Worlds, and the updated versions of both said games, with some tracks arranged from previous games. 

In 2012 he worked as the lead composer for TYPE-MOON's latest visual novel, Mahoutsukai no Yoru.",https://cdn.myanimelist.net/images/voiceactors/3/43657.jpg
10087,Takuya Igarashi,1965-12-21 00:00:00+00:00,131,"Takuya Igarashi is a Japanese freelance anime director who originally worked for Toei Animation.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/voiceactors/3/11283.jpg
35511,Shion Wakayama,1998-02-10 00:00:00+00:00,131,"Birthplace: Chiba Prefecture, Japan
Special Skills: singing, design, bass guitar, guitar

Profile: Himawari Theatre Group",https://cdn.myanimelist.net/images/voiceactors/2/65342.jpg
48028,Ziyoou-vachi,,131,"Ziyoou-vachi is a 4-piece rock band from Japan. They formed in Kobe in 2009, and after playing together for about a year they were chosen to play on the extremely selective ""Rookie a Go-Go"" stage at Japan's mammoth Fuji Rock festival. Their performance there caught the ears of Japan's rock fans, but what really brought them to prominence was a landmark gig at a secret party held by the fashion brand Hysteric Glamour last November. After that night, they became the talk of Japan's fashion cognoscenti.

In March of 2011, they started selling their first self-recorded CD-Rs at live shows. Those discs, ""The Mad Princess"" and ""The Wrath of the Royal Family,"" quickly sold out, and allowed the band's label Ziyoou Records to release their next recording ""Witch Hunt"" nationwide. And now they'll put out their major-label debut on Sony Music Associated Records in Fall 2011.The night she announced their decision to sign with a major, bandleader Avu-chan decided to share the band's reasoning, which was basically that they'd ""get to wear way more awesome clothes"" and ""push to even further levels of excess."" That should give listeners some clue as to what sort of debut to anticipate.

(Source: Ziyoou-vachi Official website)

Twitter: @qb_announce",https://cdn.myanimelist.net/images/voiceactors/3/54180.jpg
102,Masayuki Katou,1972-09-23 00:00:00+00:00,130,"Birthplace: Tokyo, Japan",https://cdn.myanimelist.net/images/voiceactors/1/39880.jpg
1914,Youko Maki,1981-07-11 00:00:00+00:00,130,"Female\n
Birth name: Youko Fuke (福家陽子)\n
Hometown: Kagoshima, Japan.\n
Blood type: A\n
Zodiac: Cancer\n
Height: 164.5 cm\n
Pet: Leo & Coco, dogs\n
\n
Youko Maki debuted at the age of 17 with the one-shot ""Love Service."" She speaks of herself in the third person. She's an older sister of mangaka, Mochida Aki (Hiromi Fuke).\n
\n
Ribon's profile: http://ribon.shueisha.co.jp/data/sensei/maki_sensei.html",https://cdn.myanimelist.net/images/voiceactors/2/2026.jpg
3011,Haruko Kurumatani,,130,"Born in Ōsaka Prefecture.\n
Blood group: AB\n
Twitter: @kurumatani_h",https://cdn.myanimelist.net/images/voiceactors/1/6916.jpg
3696,Hiroshi Hiroyama,,130,"Hiroyama Hiroshi is also known as ""KALMIA"" and works on Fate/Stay Night doujinshi under that name.

Twitter: @hiroshi_",https://cdn.myanimelist.net/images/voiceactors/3/31737.jpg
48260,halca,,130,,https://cdn.myanimelist.net/images/voiceactors/2/60326.jpg
56306,Akari Akase,2001-07-30 00:00:00+00:00,130,"Twitter: @Akase_Official
Instagram: @akaseakari_official
TikTok: @ao_akase
YouTube: あかせ あかり【Akase Akari】
Profile: SP-1",https://cdn.myanimelist.net/images/voiceactors/2/67021.jpg
319,Mona Marshall,1947-08-31 00:00:00+00:00,129,"Twitter: @TheMonaMarshall
Instagram: @monamarshallvoices",https://cdn.myanimelist.net/images/voiceactors/1/39414.jpg
366,Yuuka Nanri,1984-03-13 00:00:00+00:00,129,"Singer of Yuki Kajiura's ""FictionJunction"" project as ""FictionJunction YUUKA.""

As of 2009, Yuuka-san is singing solo as YUUKA NANRI (not releasing CD as a part of FictionJunction). She released her first solo single called Odyssey on February 25, 2009.",https://cdn.myanimelist.net/images/voiceactors/1/54425.jpg
1055,Aoi Miyazaki,1985-11-30 00:00:00+00:00,129,"Blood type: O
Birth place: Tokyo, Japan
Height: 163 cm

Aoi Miyazaki played the role of Nana Komatsu in the live-action adaptation of Nana (2005) and Meiko Inoue in the live-action adaptation of Solanin (2010). In 2008, Miyazaki became the youngest person to play the lead role in an NHK taiga drama as Tenshouin in Atsuhime.",https://cdn.myanimelist.net/images/voiceactors/2/49681.jpg
1116,Mari Iijima,1963-05-18 00:00:00+00:00,129,"Born in Tsuchiura, Ibaraki, Japan

Height: 158cm
Blood type: O 

Fluent in both Japanese and English. 
Also known by her nickname, Marin.",https://cdn.myanimelist.net/images/voiceactors/1/15611.jpg
3822,Fuuga,,129,"Current residence: Toyama Prefecture, Japan\n
\n
Twitter: @mujin_fuga",https://cdn.myanimelist.net/images/voiceactors/3/40839.jpg
21481,Erik Kimerer,,129,,https://cdn.myanimelist.net/images/voiceactors/2/42539.jpg
44249,Taichi Ichikawa,1993-02-04 00:00:00+00:00,129,"Birth place: Tokyo
Part of Tsukicro members.
Basketball, Road Biking, Diving, Baking Cakes
Debut year: 2014
Agency: VIMS

Twitter: @ta1_1kawa
VIMS Profile: @Ichikawa Taichi Official Profile",https://cdn.myanimelist.net/images/voiceactors/1/47931.jpg
47945,Mahiro Takasugi,1996-07-04 00:00:00+00:00,129,"Birthplace: Fukuoka Prefecture, Japan

Twitter: @MahiroTakasugi_
Instagram: @mahirotakasugi_
Blog: @takasugimahiro",https://cdn.myanimelist.net/images/voiceactors/3/52359.jpg
381,Hiroshi Yazaki,1987-07-10 00:00:00+00:00,128,"Actor
Hometown: Yamagata ,Tokyo, Japan 
Height: 176cm
Weight: 60kg
Star sign: Cancer 
Blood type: O",https://cdn.myanimelist.net/images/voiceactors/3/3382.jpg
998,David Nathan,,128,,https://cdn.myanimelist.net/images/voiceactors/3/1058.jpg
5030,Tomoya Nagase,1978-11-07 00:00:00+00:00,128,"Tomoya Nagase (長瀬 智也, Nagase Tomoya?) is a Japanese singer and actor born on November 7, 1978. He is the youngest member of TOKIO, a Johnny Entertainment musical group. He is the primary vocalist, in addition to playing the guitar alongside TOKIO's leader, Joshima Shigeru. Nagase is known as Nagase, Tomoya, Naga-kun, Tomo-kun, Baby or Tomobaby. He recently broke up with his long-time girlfriend, Ayumi Hamasaki, one of Japan's most popular pop singers. He is also a live-actor in Ikebukuro West Gate Park and Ikebukuro West Gate Park Soup no Kai as Makoto Majima.
http://wiki.d-addicts.com/Nagase_Tomoya",https://cdn.myanimelist.net/images/voiceactors/2/49770.jpg
9618,Richard Wagner,1813-05-22 00:00:00+00:00,128,,https://cdn.myanimelist.net/images/voiceactors/3/7158.jpg
48953,majiko,1992-10-28 00:00:00+00:00,128,,https://cdn.myanimelist.net/images/voiceactors/1/56503.jpg
602,Mie Sonozaki,1973-02-07 00:00:00+00:00,127,"Sonozaki Mie went under a hiragana writing of her name as stage name before she made it as regular voice actress in tv series and drama outside of anime, whereafter she switched to using her real name.

(Source: AniDB)

Twitter: @sonozaki_mie",https://cdn.myanimelist.net/images/voiceactors/3/54651.jpg
2489,Meca Tanaka,,127,"Gender: Female\n
Birth Place: Aichi Prefecture, Japan\n
Blood Type: O\n
Zodiac: Capricorn\n
\n
Tanaka Meca is a female Japanese mangaka. She debuted on 1998 in ""LaLa DX"". Tanaka Meca is a pen-name that she half-jocular created in her university years.\n
She likes gag manga. Her favorite mangaka is NAKAGAWA Isami.\n
She is a big fan of pro-wrestling.\n
\n
Twitter: @tanakameca",https://cdn.myanimelist.net/images/voiceactors/2/5439.jpg
5062,Youji Enokido,1963-09-27 00:00:00+00:00,127,,https://cdn.myanimelist.net/images/voiceactors/2/32721.jpg
9669,Hans Zimmer,1957-09-12 00:00:00+00:00,127,"Hans Florian Zimmer is a German film score composer and music producer. He has composed music for over 100 films, including Hollywood blockbusters such as the Pirates of the Caribbean series, Gladiator, The Lion King, The Da Vinci Code and The Dark Knight.

Zimmer spent the early part of his career in the United Kingdom before moving to the United States. He is the head of the film music division at DreamWorks studios, and works with other composers through the company which he founded, Remote Control Productions. His work is notable for integrating electronic music sounds with traditional orchestral arrangements.",https://cdn.myanimelist.net/images/voiceactors/1/62110.jpg
19914,Shingo Yamashita,1987-07-28 00:00:00+00:00,127,,https://cdn.myanimelist.net/images/voiceactors/1/22137.jpg
20416,Megumi Yamaguchi,1997-05-12 00:00:00+00:00,127,"Birthplace: Japan
Blood Type: A
Height: 143 cm
Special Skills: singing, dancing, picture

Twitter: @mame__512
Profile: Himawari Theatre Group Inc.",https://cdn.myanimelist.net/images/voiceactors/2/64922.jpg
30359,Kyouhei Ishiguro,1980-04-02 00:00:00+00:00,127,"Blood type: O
Birth place: Hadano, Kanagawa Prefecture, Japan

April 2004 - Joined Sunrise as a production assistant.
May 2009 - Debuted as an episode director.
May 2011 - Left Sunrise to work as a freelance director.

His name is often credited in katakana as イシグロキョウヘイ.",https://cdn.myanimelist.net/images/voiceactors/1/39624.jpg
47625,Wataru Komada,1989-09-05 00:00:00+00:00,127,"Birthplace: Germany
Height: 185 cm
Hobbies / Special Skills: English conversation, camera, watching movies, darts, volleyball

Twitter: @komadwataru
Instagram: @wataru_komada
Profile: 81 Produce",https://cdn.myanimelist.net/images/voiceactors/1/62066.jpg
38,Kanako Sakai,1986-11-11 00:00:00+00:00,126,"Fukuoka, Japan
Height: 155cm
Twitter: @SAKAI_KANAKO",https://cdn.myanimelist.net/images/voiceactors/2/12312.jpg
235,Yoshinori Fujita,1976-10-27 00:00:00+00:00,126,"Hometown: Hirosaki, Aomori, Japan
Hobbies: painting, singing
Blood type: O",https://cdn.myanimelist.net/images/voiceactors/3/384.jpg
479,Alison Viktorin,1981-02-01 00:00:00+00:00,126,"Full Name: Alison Ruth Retzloff Viktorin\n
Married to: Dustin Kayne Viktorin\n
\n
Born in: Argyle, Texas, U.S.A.\n
\n
Twitter: @alisonviktorin\n
IG: @ALISONVIKTORIN",https://cdn.myanimelist.net/images/voiceactors/3/40833.jpg
3173,Yoshihiro Takahashi,1953-09-18 00:00:00+00:00,126,,https://cdn.myanimelist.net/images/voiceactors/1/1944.jpg
5083,Seiji Mizushima,1966-01-28 00:00:00+00:00,126,"Fuchu, Tokyo, Japan",https://cdn.myanimelist.net/images/voiceactors/3/40966.jpg
7034,Katsuhiko Takayama,,126,"Takayama Katsuhiko is a screenwriter. He is a member of the Writers Guild of Japan.

(Source: AniDB)

Twitter:https://twitter.com/Ka2hikoTakayama
Facebook:https://www.facebook.com/KatsuhikoTakayama00/",https://cdn.myanimelist.net/images/voiceactors/1/8181.jpg
9522,Masahiko Ootsuka,,126,"Masahiko Ootsuka graduated from the Department of Art of the Osaka University of Arts. He joined Studio Ghibli as photographer and later transferred to Gainax, where he made his debut as director on some episodes of Evangelion.

He left Gainax in 2011 and helped found animation studio Trigger.

Twitter: @tuka_trg",https://cdn.myanimelist.net/images/voiceactors/1/64387.jpg
10065,Ikumi Hayama,1984-11-17 00:00:00+00:00,126,"Birth name: Ikumi (郁美) Fujiwara (藤原)

Hometown: Tokyo, Japan (birthplace)

Hobbies:
Darts
Tennis

Languages:
English certification level 2
Handwriting certification level 3
Kanji certification level 2
Teaching license (Japanese: high school)

Twitter: @hayamaikumi
Agency: clare-voice.co.jp",https://cdn.myanimelist.net/images/voiceactors/1/63023.jpg
14343,kz,,126,"kz (pronounced ""k-zet"") (also known as RE:NDZ) is one of the early authors of Hatsune Miku songs, and most of his works have become hits, starting with his debut, ""Packaged."" He is skilled at creating reverberant, technopop pieces with Hatsune Miku. Though he has not been active on Nico Nico Douga since late 2008, he did create the new songs ""Far Away"" and ""Star Story"" for the release of the July 2009 Sony PSP game ""Hatsune Miku -Project DIVA"", and it's July 29, 2010 sequel ""Hatsune Miku: Project DIVA 2nd"".

kz is the sole member of the amateur music circle livetune who, in late 2007, released an a Vocaloid album titled ""Re:package"" at Comic Market 73. It was then resold by Victor Entertainment with a major circulation release on August 28, 2008, making it the first Hatsune Miku CD to be sold by a major label. 

livetune was originally a 2 member unit, made up by kz and kajyuki. However, kajyuki left in 2008 to work at CAPCOM, leaving kz as the only member.",https://cdn.myanimelist.net/images/voiceactors/3/23509.jpg
31807,Daisuke Hirose,1991-06-03 00:00:00+00:00,126,"Birthplace: Tokyo
Height: 177 cm
Blood Type: B
Hobbies: games, drawing
Special Skill: ballroom dancing

Twitter: @da_sukemaru
Profile: Kekke Corporation
Niconico: hirosedaisuke",https://cdn.myanimelist.net/images/voiceactors/1/63076.jpg
44513,Shiki Aoki,1990-01-14 00:00:00+00:00,126,"Twitter: @eeriexeery
Twitch: @shiki_offiial
YouTube: @青木志貴
Instagram: @eerie_eery",https://cdn.myanimelist.net/images/voiceactors/3/47977.jpg
1067,Fumi Hirano,1955-04-23 00:00:00+00:00,125,Twitter: @hiranofumi,https://cdn.myanimelist.net/images/voiceactors/1/64727.jpg
10277,Noriyuki Abe,1961-07-19 00:00:00+00:00,125,"Blood type: B
Hobbies: football
Real name: 阿部 紀之",https://cdn.myanimelist.net/images/voiceactors/2/54038.jpg
15119,DAIGO,1978-04-08 00:00:00+00:00,125,"Real name: Daigo Naitou (内藤 大湖)

DAIGO is vocalist, lyricist and composer of BREAKERZ. He also participates in Vanguard CMs. He did solo project for a year on 2013, and his one of the songs in solo debut single is Cardfight! Vanguard: Link Joker-hen OP2.

He was used to be in JZEIL (before 2001), DAIGO☆STARDUST (2003 ~2006, Solo).

He is popular for his grandfather being the ex-politician Noboru Takeshita. There are also some family members that are famous, including Eiki Eiki, who is his older sister. He voiced in 13th Detective Conan Movie as well.

Married to actress Keiko Kitagawa on January 11, 2016.

Blog: http://ameblo.jp/daigoblog/
Twitter: @ Daigo1978040",https://cdn.myanimelist.net/images/voiceactors/1/16021.jpg
38359,Taku Yashiro,1993-01-06 00:00:00+00:00,125,"Birthplace: Iwate Prefecture, Japan
Blood type: B
Hobbies: baseball, piano, and badminton

Twitter: @yashiro_taku
Profile: VIMS",https://cdn.myanimelist.net/images/voiceactors/3/61056.jpg
42747,Aoi Ichikawa,1991-10-02 00:00:00+00:00,125,"Aoi Ichikawa is a Japanese voice actor who is affiliated with the Office Osawa agency.

YouTube: 市川蒼
Profile: Osawa",https://cdn.myanimelist.net/images/voiceactors/3/64083.jpg
700,Suguru Inoue,1981-12-04 00:00:00+00:00,124,"Hometown: Kanagawa, Japan
Blood type: A
Height: 175 cm

His Twitter ID is: @ Suguru_1204",https://cdn.myanimelist.net/images/voiceactors/3/32459.jpg
2211,Makoto Tateno,,124,"Also writes under the pen-name of Shinjuku Tango.

Birthplace: Toyama, Toyama, Japan
Zodiac: Aries
Blood Type: A
Female

Makoto Tateno is an extremely prolific mangaka, having created 30+ series of manga in the shoujo demographic, including many titles in the BL genre. She debuted in 1986 with the short story ""Yuraete Tamago Boys,"" published by Hana to Yume.

Twitter: @tatemako_64",https://cdn.myanimelist.net/images/voiceactors/2/1850.jpg
37084,BLUE ENCOUNT,,124,"Members:
1. Shunichi Tanabe (田邊 駿一) - Vocals, Guitar
- was born on June 25, 1987 in Kagoshima Prefecture, but grew up in Kumamoto Prefecture. He is also the songwriter of the band.

2. Yuuya Eguchi (江口 雄也) - Guitar
- was born on November 7, 1987 in Kagoshima Prefecture, but grew up in Kumamoto Prefecture. His guitar amplifier is Badcat using the Lynx 50. He is also in charge of the BGM music selection.

3. Yuuta Tsujimura (辻村 勇太) - Bass
- was born on June 20, 1988 in Kanagawa Prefecture, and grew up in Yokohama. He is the youngest among the members and has served as support bassist for other bands before. Tanabe refers to him as someone who ""has so many techniques and abilities"".

4. Yoshihide Takamura (高村 佳秀) - Drums
- was born on June 27, 1987 in Kumamoto Prefecture. He was taught how to play piano at a young age by his mother, and was playing jazz drums before the band started. He was often referred to as ""Sales Captain Takamura"" because of him promoting the bands' goods (by rapping commonly) at their one-man lives.",https://cdn.myanimelist.net/images/voiceactors/2/39248.jpg
41623,Wataru Urata,1989-08-09 00:00:00+00:00,124,"Blood type: A
Birth place: Saitama Prefecture, Japan

Wataru Urata is a member of USSS (UraShimaSakataSen/浦島坂田船), a Nico Nico Singer Group. As an utaite, he tends to make wordplay off of the word ""tanuki"" part of his name, which means ""raccoon"" in Japanese. This is why his persona is often seen with a raccoon. He states that he has been secretly working as a seiyuu for other characters in the past, but officially made his debut for the anime All Out!!

Twitter: @uratasama",https://cdn.myanimelist.net/images/voiceactors/3/54026.jpg
41739,Toshinari Fukamachi,1989-08-29 00:00:00+00:00,124,"Blood type: A
Birth place: Yamagata Prefecture, Japan

Twitter: @FukamachiToshi",https://cdn.myanimelist.net/images/voiceactors/3/54046.jpg
46793,Ichiko Aoba,1990-01-28 00:00:00+00:00,124,"Twitter: @ichikoaoba
Facebook: @ichikoaoba.info
Instagram: @ichikoaoba",https://cdn.myanimelist.net/images/voiceactors/1/50608.jpg
367,Joshua Seth,1970-12-02 00:00:00+00:00,123,"Twitter: @joshuaseth

Awards:
- Best Male Lead Vocal Performance in an Anime Movie/Special at 5th Annual BTVA Anime Dub Awards (Staff Choice &amp; People's Choice)",https://cdn.myanimelist.net/images/voiceactors/2/13209.jpg
6417,Kunio Ookawara,1947-12-26 00:00:00+00:00,123,"Okawara was the first in the industry to be specifically credited as a mechanical designer. 
He's the designer of numerous Real Robots and Super Robots.",https://cdn.myanimelist.net/images/voiceactors/3/43123.jpg
7613,Shingo Araki,1939-01-01 00:00:00+00:00,123,"Shingo Araki is a Japanese animation artist and character designer. He developed an interest for drawing at age five. He graduated in Aichi Prefecture. In 1955, at age eighteen, he debuted as a cartoonist in the ""Machi"" magazine. He then joined Mushi Production as animator in 1965 and later founded Studio Jaguar in 1966. In 1970, he debuted as animation director in the Mushi TV Series ""Joe of Tomorrow"", and later worked on the anime adaptations of several of Go Nagai's manga, including Devilman (1972), Cutie Honey (1973), and UFO Robo Grendizer (1975), serving as a character designer on the latter two.

He usually collaborates with animation director Michi Himeno, who he met in 1973. They formed Araki Production in 1975. He worked as animation director in 1978's ""Goodbye Battleship Yamato: Warriors of Love"". He, with Himeno, has been celebrated for their success. The Araki-Himeno duet collaborated on TV series and animated films such as ""Saint Seiya"" (1986-89), ""Saint Seiya Overture"" from 2004.

Some of his successes are Majokko Megu-chan (1974), Lupin III (1977), Mugen Kido SSX (Captain Harlock, 1978), Versailles no Bara (Lady Oscar, 1979), Hana no Ko Lunlun (Angel, 1979), Mahou Shoujo Lalabelle (1980), Uchû Densetsu Ulysses 31 (Ulises 31, produced 1980, released 1981), and the versions for OVA of Fuma no Kojirô (1991). International accreditation came with Saint Seiya (Knights of the Zodiac, 1986), for his dynamic drawing style along with the elegant drawings styles of Michi. This Dynamic Duel, as they are known, have been instrumental in the success of the series.

Working for Toei Animation and Tokyo Movie Shinshia, Araki was also an animator on several American productions which outsourced animation work to Japan, including Mighty Orbots (1984, key animation), The Adventures of the American Rabbit (1986) and G.I. Joe: The Movie (1987).

Passed away on December 1st 2011 due to acute heart failure. He was 72 years old.",https://cdn.myanimelist.net/images/voiceactors/2/15847.jpg
8983,Eriko Nakamura,1981-11-19 00:00:00+00:00,123,"Hometown: Yokohama, Kanagawa, Japan

Co-hosts the popular weekly radio show Odoroki Sentai Momonoki Five (おどろき戦隊モモノキファイブ) with Hikasa Youko

Twitter: @eriko_co_log",https://cdn.myanimelist.net/images/voiceactors/2/43375.jpg
21825,Shihoko Hirata,,123,"Nickname: SHIHOCO
Hometown: Kanagawa, Japan
Blood type: B

Shihoko comes from a very musically influenced background. From age 6 to 17 she learned to play classical piano. From age 12, she was introduced to 70s and 90s soul music, and began singing. In college, she joined a band and seriously began to get into music. In 2002, she attended the “Soul Bird Musical School” to learn gospel. Shihoko began voice training at another music school in 2003. She studied under her vocal teacher, Mineko Yamashita.

Twitter: @ShihokoHirata",https://cdn.myanimelist.net/images/voiceactors/3/53858.jpg
33067,Kotoyama,,123,Twitter: @cot_510,
2584,Syun Matsuena,,122,Twitter: @fultukuroudegou,https://cdn.myanimelist.net/images/voiceactors/3/14481.jpg
2888,Jinsei Kataoka,,122,"Female 
Twitter: @kataoka_syouten",https://cdn.myanimelist.net/images/voiceactors/2/43536.jpg
23595,Seatbelts,,122,"Seatbelts is a Japanese blues/jazz band led by composer and instrumentalist Yoko Kanno. The name of the band, according to the fictional description given in the anime series Cowboy Bebop, derives from how the performers wear seatbelts to be safe while they play hardcore jam sessions.",https://cdn.myanimelist.net/images/voiceactors/1/26299.jpg
40119,Megumi Kouno,,122,,https://cdn.myanimelist.net/images/voiceactors/2/45930.jpg
47551,Avu-chan,,122,"Avu-chan is the leader of the band QUEEN BEE, which was created in Kobe, Hyogo Prefecture in 2009. In the group, Avu-chan serves as the lead singer, writes all the lyrics and music and also takes part in designing costumes and packaging, directing photo sessions and illustrating booklets. Outside of the group, she has also acted, and contributed guest vocals and songwriting for other artists.

Credited as a performer in music and acting as Avu-chan (アヴちゃん) and as a songwriter, director, designer etc. as Avu Barazono (薔薇園アヴ).

She is from African-American and Japanese descent.

Instagram: @qb_avu
Twitter: @qb_avu",https://cdn.myanimelist.net/images/voiceactors/2/55988.jpg
530,Yasuo Yamada,1932-09-10 00:00:00+00:00,121,"Yamada Yasuo (10 September 1932-19 March 1995) was a Japanese voice actor born in Tokyo, Japan.

Yamada left the faculty of literature of Waseda University, and has performed in many stage, radio, and television productions. His most famous role was Arsène Lupin III from the Lupin III series, starting in 1971 and ending in 1995. He also provided the Japanese dubbed voice for Clint Eastwood and Jean-Paul Belmondo.

At the age of 62, Yasuo Yamada died of a brain hemorrhage (apoplexy) in Ota-ku Jinbara metropolitan hospital. At the end of the credits of the film Farewell to Nostradamus (the first Lupin film without Yasuo), there is a tribute: ""To Yasuo Yamada, Eternal Lupin the Third: Thank you!"" (the message was removed from the first angle of the English language DVD release by Funimation).

Since Yasuo's death, Kurita Kan'ichi has taken over the role of Lupin the Third. As his last will, Yasuo requested Kurita to replace him, if he were to pass on.

He belonged to Gekidan Mingei in the beginning of his career and was freelance afterwards.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/2/47847.jpg
1289,Claudio Moneta,1967-05-20 00:00:00+00:00,121,"Birth place: Milan, Italy",https://cdn.myanimelist.net/images/voiceactors/3/37157.jpg
2293,Yuki Suetsugu,1975-09-08 00:00:00+00:00,121,Twitter: @yuyu2000_0908,https://cdn.myanimelist.net/images/voiceactors/3/9550.jpg
2599,Youka Nitta,1971-03-08 00:00:00+00:00,121,"Female
Zodiac: Pisces
Blood type: B
Birthplace: Fukui Prefecture, Japan

Her illustration debut was in 1994, in 小説Charade. Her manga debut was Be-Boy's 1995 release of ""Groupie.""

Recently, she temporarily quit writing manga after a scandal involving her plagiarism of many magazine photographs.

According to The Yaoi Review (2009-12-31), she is back with a continuation of an ongoing manga to be released in English in February.

She likes older ukes.",https://cdn.myanimelist.net/images/voiceactors/1/2085.jpg
2622,Shouji Gatou,1971-07-11 00:00:00+00:00,121,"Birthplace: Shiga Prefecture, Japan

Shouji Gatou is a Japanese author and an anime scenarist. He is best known for the creation of the Full Metal Panic! series.

Twitter: @gatosyoji",https://cdn.myanimelist.net/images/voiceactors/3/3894.jpg
2761,Tetsuya Tsutsui,,121,,https://cdn.myanimelist.net/images/voiceactors/2/4468.jpg
6576,Maho Tomita,1987-06-01 00:00:00+00:00,121,"Hometown: Tokyo, Japan
Blood type: A
Hobbies: Watching movies

Twitter: @maho_tomita6261",https://cdn.myanimelist.net/images/voiceactors/3/49071.jpg
6941,Tomoko Yamashita,1981-05-09 00:00:00+00:00,121,"Female
Blood type: B
Doujin circle: noneCo.

Twitter: @animal_protein",https://cdn.myanimelist.net/images/voiceactors/2/31641.jpg
7242,Tarusuke Shingaki,1976-06-18 00:00:00+00:00,121,"Hometown: Okinawa, Japan
Blood type: B
Hobbies: singing, skiing
Skills &amp; Abilities: guitar",https://cdn.myanimelist.net/images/voiceactors/2/46442.jpg
8127,Masaharu Watanabe,,121,,
19797,Tia,1995-10-18 00:00:00+00:00,121,"A singer and voice actress. She uploaded cover songs on Nico Nico Douga before being discovered by ryo (supercell).

Twitter: @Tia_ct",https://cdn.myanimelist.net/images/voiceactors/1/49044.jpg
21781,Rui Komatsuzaki,,121,,https://cdn.myanimelist.net/images/voiceactors/2/32727.jpg
